billId,accountId,dueDate,billTotalAmount,billMinimumAmount,isPaid
de3bb05c-bbd4-4f6e-9227-e69fe53f2949,56fcd638-6680-4e0e-9351-d4b9031319ed,2024-12-30,"{'amount': 2871.45, 'currency': 'BRL'}","{'amount': 1329.63, 'currency': 'BRL'}",True
c3d38bd1-8958-4495-b393-a7bb62b4ab01,56fcd638-6680-4e0e-9351-d4b9031319ed,2024-12-06,"{'amount': 3640.59, 'currency': 'BRL'}","{'amount': 1621.54, 'currency': 'BRL'}",True
75ed8e0b-39b0-423d-9628-c01cec66dcf3,56fcd638-6680-4e0e-9351-d4b9031319ed,2024-12-24,"{'amount': 4566.59, 'currency': 'BRL'}","{'amount': 1865.14, 'currency': 'BRL'}",True
9855efa9-53bd-4415-8cb1-e53555f9ab6f,56fcd638-6680-4e0e-9351-d4b9031319ed,2024-11-28,"{'amount': 4333.29, 'currency': 'BRL'}","{'amount': 2132.97, 'currency': 'BRL'}",True
a0802061-0dc1-4899-a1f0-ba47a1211a94,56fcd638-6680-4e0e-9351-d4b9031319ed,2024-12-23,"{'amount': 1280.54, 'currency': 'BRL'}","{'amount': 211.84, 'currency': 'BRL'}",True
dad30068-4c68-47a9-9b47-a7060c4b774e,56fcd638-6680-4e0e-9351-d4b9031319ed,2024-12-09,"{'amount': 390.57, 'currency': 'BRL'}","{'amount': 125.39, 'currency': 'BRL'}",True
e9bb21dd-8cfe-40dc-8959-427a82ff7fdf,56fcd638-6680-4e0e-9351-d4b9031319ed,2024-12-23,"{'amount': 4179.66, 'currency': 'BRL'}","{'amount': 428.77, 'currency': 'BRL'}",True
17f00d8f-48af-42e1-a3a1-f22e01906ec5,56fcd638-6680-4e0e-9351-d4b9031319ed,2024-12-25,"{'amount': 479.99, 'currency': 'BRL'}","{'amount': 157.17, 'currency': 'BRL'}",True
cdc95133-c9f9-42ff-bb97-00f285043d66,56fcd638-6680-4e0e-9351-d4b9031319ed,2024-12-31,"{'amount': 3455.2, 'currency': 'BRL'}","{'amount': 1164.69, 'currency': 'BRL'}",True
fccd521b-2037-4545-817f-1c2b93480fbe,d8be53a9-f992-44e4-912b-32488741c057,2024-12-09,"{'amount': 4678.07, 'currency': 'BRL'}","{'amount': 2258.98, 'currency': 'BRL'}",True
75cf05ab-b876-440d-b6af-a66400ab6542,d8be53a9-f992-44e4-912b-32488741c057,2024-11-29,"{'amount': 4401.13, 'currency': 'BRL'}","{'amount': 1921.35, 'currency': 'BRL'}",True
21466cef-c930-427a-87c2-e423d1b1473f,d8be53a9-f992-44e4-912b-32488741c057,2024-12-25,"{'amount': 4241.6, 'currency': 'BRL'}","{'amount': 1635.21, 'currency': 'BRL'}",True
180eb78d-7b71-42ec-ac0f-c5d53ec41806,d8be53a9-f992-44e4-912b-32488741c057,2024-11-29,"{'amount': 567.68, 'currency': 'BRL'}","{'amount': 138.97, 'currency': 'BRL'}",True
f5476c38-6bf9-4abc-9b83-b2677f1f2f74,d8be53a9-f992-44e4-912b-32488741c057,2024-12-27,"{'amount': 681.24, 'currency': 'BRL'}","{'amount': 121.52, 'currency': 'BRL'}",True
ebd95d6e-435d-4c3f-a07d-f7857495255b,d8be53a9-f992-44e4-912b-32488741c057,2024-12-10,"{'amount': 3102.33, 'currency': 'BRL'}","{'amount': 1133.82, 'currency': 'BRL'}",True
c58ae542-242a-4e9f-adff-8c02558db739,d8be53a9-f992-44e4-912b-32488741c057,2024-11-29,"{'amount': 226.88, 'currency': 'BRL'}","{'amount': 70.03, 'currency': 'BRL'}",True
59b711ae-cad5-4381-8f18-2b90c5b3ccea,d8be53a9-f992-44e4-912b-32488741c057,2024-12-15,"{'amount': 4820.12, 'currency': 'BRL'}","{'amount': 1418.16, 'currency': 'BRL'}",True
bc487ecd-4c95-4c11-839a-754c845d226b,d8be53a9-f992-44e4-912b-32488741c057,2024-12-02,"{'amount': 3309.25, 'currency': 'BRL'}","{'amount': 673.15, 'currency': 'BRL'}",True
deaa4eec-dc45-4eb6-a55a-a505b0d66280,d8be53a9-f992-44e4-912b-32488741c057,2024-12-11,"{'amount': 673.33, 'currency': 'BRL'}","{'amount': 164.5, 'currency': 'BRL'}",True
aff26457-6177-4f00-b45c-d7fe68d3d929,d8be53a9-f992-44e4-912b-32488741c057,2024-12-03,"{'amount': 3456.27, 'currency': 'BRL'}","{'amount': 528.25, 'currency': 'BRL'}",True
8f76f89c-9068-4c0d-8787-d6590f3d073a,d8be53a9-f992-44e4-912b-32488741c057,2024-12-03,"{'amount': 4615.46, 'currency': 'BRL'}","{'amount': 1469.0, 'currency': 'BRL'}",True
e49ff9c6-5b1f-4879-a8a3-a44042493df4,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-18,"{'amount': 2304.8, 'currency': 'BRL'}","{'amount': 550.51, 'currency': 'BRL'}",True
138b5f42-3e34-4c17-a425-e65aeb36375f,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-05,"{'amount': 3673.27, 'currency': 'BRL'}","{'amount': 500.84, 'currency': 'BRL'}",True
05a19784-c54b-4a67-885c-134ff1a296c1,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-16,"{'amount': 1302.2, 'currency': 'BRL'}","{'amount': 169.51, 'currency': 'BRL'}",True
0056f25b-ed44-4709-8c37-d59c2aa73d22,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-31,"{'amount': 4301.63, 'currency': 'BRL'}","{'amount': 1723.06, 'currency': 'BRL'}",True
748a4ee8-3834-4897-8000-3677f0135262,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-22,"{'amount': 1632.54, 'currency': 'BRL'}","{'amount': 390.61, 'currency': 'BRL'}",True
8caeb7f9-a336-44a5-bd66-1cd3bc7286b2,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-11,"{'amount': 3160.6, 'currency': 'BRL'}","{'amount': 675.6, 'currency': 'BRL'}",False
447a45de-fe1f-4c84-8ea1-a513c57a971e,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-17,"{'amount': 4972.39, 'currency': 'BRL'}","{'amount': 2071.36, 'currency': 'BRL'}",True
b08bbd57-2c51-4781-ba3f-12c034f50aa3,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-02,"{'amount': 1149.31, 'currency': 'BRL'}","{'amount': 289.72, 'currency': 'BRL'}",True
5c8873ce-cff5-44c7-a74f-e5fb9358631a,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-11-28,"{'amount': 3843.29, 'currency': 'BRL'}","{'amount': 639.61, 'currency': 'BRL'}",True
13761eab-ed7c-4820-8390-c7ae02d82133,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-24,"{'amount': 189.62, 'currency': 'BRL'}","{'amount': 25.92, 'currency': 'BRL'}",True
fa21d818-f8c6-4039-8db6-57e39740a351,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-24,"{'amount': 3515.91, 'currency': 'BRL'}","{'amount': 1413.3, 'currency': 'BRL'}",True
610c7b05-57b4-451f-9d12-2b584ad6ceb0,c8770d9c-e625-4e2c-a757-6f3bacaff677,2024-12-24,"{'amount': 2992.91, 'currency': 'BRL'}","{'amount': 1131.93, 'currency': 'BRL'}",True
901e30c1-54c5-4aaa-826e-086c924e7179,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-23,"{'amount': 1722.45, 'currency': 'BRL'}","{'amount': 174.42, 'currency': 'BRL'}",True
b77b19cf-e67c-4471-a4ef-e0674bea19f2,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-03,"{'amount': 1427.62, 'currency': 'BRL'}","{'amount': 441.39, 'currency': 'BRL'}",True
5b4b2280-17f6-4f32-aa96-55f8294592ce,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-15,"{'amount': 2231.02, 'currency': 'BRL'}","{'amount': 644.79, 'currency': 'BRL'}",True
9a532a06-eda3-4e20-88f2-1ec9786170d2,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-29,"{'amount': 2952.98, 'currency': 'BRL'}","{'amount': 502.7, 'currency': 'BRL'}",True
15dfe902-54a3-4a4a-96a8-e6c33432b8ee,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-04,"{'amount': 2394.71, 'currency': 'BRL'}","{'amount': 607.18, 'currency': 'BRL'}",True
9e13f007-22cd-4e9f-b1c5-65254c929b92,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-24,"{'amount': 401.42, 'currency': 'BRL'}","{'amount': 138.76, 'currency': 'BRL'}",True
7549aa95-53a7-45e8-b233-7900bd5d8993,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-21,"{'amount': 438.62, 'currency': 'BRL'}","{'amount': 129.07, 'currency': 'BRL'}",True
aaa641e2-ef97-4e6a-8f9c-33ae6e5eb4c1,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-08,"{'amount': 4856.7, 'currency': 'BRL'}","{'amount': 640.3, 'currency': 'BRL'}",True
1d42b1ab-3d2a-4c6c-b413-7161224eb94c,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-21,"{'amount': 4096.87, 'currency': 'BRL'}","{'amount': 1658.15, 'currency': 'BRL'}",True
88a696a5-500d-4b11-a584-365b899af4bf,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-17,"{'amount': 3114.87, 'currency': 'BRL'}","{'amount': 1115.82, 'currency': 'BRL'}",True
51df6463-cf66-4e69-b270-aa47fb71d86e,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-19,"{'amount': 1898.35, 'currency': 'BRL'}","{'amount': 734.05, 'currency': 'BRL'}",True
6c530220-8a96-40ae-a7e5-9f0d1f2be6bd,83255db9-8936-4a65-bc32-a5fce97b398a,2024-12-31,"{'amount': 3090.32, 'currency': 'BRL'}","{'amount': 577.15, 'currency': 'BRL'}",True
db0c59cf-3e24-4494-a486-8fbac0ecc99c,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-01,"{'amount': 1079.91, 'currency': 'BRL'}","{'amount': 142.68, 'currency': 'BRL'}",False
d4a2eaf5-3c62-4f66-806f-bc43ee3d3f20,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-27,"{'amount': 3011.39, 'currency': 'BRL'}","{'amount': 970.47, 'currency': 'BRL'}",False
e73966e9-a899-469b-85b6-4939e7eff362,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-11-26,"{'amount': 445.35, 'currency': 'BRL'}","{'amount': 119.34, 'currency': 'BRL'}",False
6c4c0873-ae85-4db6-89b8-a91e3601d8a8,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-24,"{'amount': 2417.87, 'currency': 'BRL'}","{'amount': 1195.55, 'currency': 'BRL'}",False
71d2cc00-0b4a-4834-9350-4b2a2ff97e5a,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-20,"{'amount': 1374.02, 'currency': 'BRL'}","{'amount': 489.99, 'currency': 'BRL'}",True
7088a5f1-2448-4ea6-9584-3bd70a8801a0,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-06,"{'amount': 3536.43, 'currency': 'BRL'}","{'amount': 1704.22, 'currency': 'BRL'}",True
fdaa4a93-b54d-4936-bb01-ca63a6c1e96c,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-12,"{'amount': 724.0, 'currency': 'BRL'}","{'amount': 229.79, 'currency': 'BRL'}",False
417c555a-5ed4-4eb1-b738-512ef6d028c3,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-11,"{'amount': 3614.64, 'currency': 'BRL'}","{'amount': 938.75, 'currency': 'BRL'}",True
60a3a795-24f0-46f8-99c8-cf095d0dccaf,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-15,"{'amount': 4572.29, 'currency': 'BRL'}","{'amount': 573.26, 'currency': 'BRL'}",False
e1350bbc-b02f-4d6c-895d-600826af29bd,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-13,"{'amount': 3695.74, 'currency': 'BRL'}","{'amount': 1172.44, 'currency': 'BRL'}",True
f29ad186-33d1-4266-beed-633217145d59,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-28,"{'amount': 2467.62, 'currency': 'BRL'}","{'amount': 786.47, 'currency': 'BRL'}",False
1b542e43-2e2e-4f74-b359-0277c8b58120,1d21e5df-10a9-42e9-baf0-74d573b5c6f0,2024-12-06,"{'amount': 1514.26, 'currency': 'BRL'}","{'amount': 493.75, 'currency': 'BRL'}",True
0aa26d8f-02ff-469f-8220-352f78799719,43593317-c8d0-47a8-a954-15eedc717740,2024-12-09,"{'amount': 2430.64, 'currency': 'BRL'}","{'amount': 741.08, 'currency': 'BRL'}",True
4fe96b86-00af-4d43-851e-d7ff8c071e21,43593317-c8d0-47a8-a954-15eedc717740,2024-12-05,"{'amount': 4384.16, 'currency': 'BRL'}","{'amount': 1329.06, 'currency': 'BRL'}",True
d1a83ee7-e750-48af-8416-758464d66e0c,43593317-c8d0-47a8-a954-15eedc717740,2024-12-03,"{'amount': 349.11, 'currency': 'BRL'}","{'amount': 88.48, 'currency': 'BRL'}",True
ffbb3994-c680-49a2-9e25-101b45819bce,43593317-c8d0-47a8-a954-15eedc717740,2024-12-26,"{'amount': 132.4, 'currency': 'BRL'}","{'amount': 34.39, 'currency': 'BRL'}",True
8688ab36-ba68-437f-b701-4dc383978288,43593317-c8d0-47a8-a954-15eedc717740,2024-11-26,"{'amount': 4409.18, 'currency': 'BRL'}","{'amount': 1253.67, 'currency': 'BRL'}",True
