accountId,brandName,companyCnpj,name,productType,creditCardNetwork,creditLimit,usedLimit
c49f7063-a5c1-44d7-a1ef-6fae761364b0,Lopes,52.137.804/0001-30,Ullam Crédito,CREDIT,MASTERCARD,3557.18,1103.37
4e730f75-4bb6-4ece-9c01-bcb1a968b7de,Vargas,57.903.214/0001-95,Quod Crédito,CREDIT,MASTERCARD,4351.13,3270.85
868940e3-1d65-4f21-bc8e-8ce2108110e3,Abreu Costa S.A.,40.869.735/0001-70,Voluptatibus Crédito,CREDIT,ELO,3831.1,1726.48
bd99e07b-571a-43a2-9eda-b87d85640731,da Cruz Silveira e Filhos,05.394.612/0001-20,Earum Crédito,CREDIT,VISA,6132.16,4280.53
80ec21a7-3203-44d1-a539-7c0ae962cdbe,Silveira Ltda.,64.780.123/0001-75,Numquam Crédito,CREDIT,MASTERCARD,702.26,603.14
1a6a292a-2812-4e69-8a92-fea23c1be433,Nunes,40.875.913/0001-76,Saepe Crédito,CREDIT,VISA,24540.69,13065.05
095a329d-aeb6-4731-a964-db583efc52c0,da Mota S/A,29.746.518/0001-50,Odio Crédito,CREDIT,VISA,11334.28,1113.22
abd21aba-7afa-4f21-ae49-367a8d1870c6,Lima Cassiano Ltda.,53.981.027/0001-79,Iure Crédito,CREDIT,VISA,1171.08,1118.87
df0327b9-ea5a-455f-b26b-fe0014d82b12,Leão Sá - EI,08.526.193/0001-20,Dolor Crédito,CREDIT,MASTERCARD,8990.11,4580.21
ce3710e2-d72e-4a43-a589-374bd75e620d,Brito - EI,74.392.860/0001-54,Error Crédito,CREDIT,MASTERCARD,25672.1,10659.86
bb745f43-4c84-4ff0-81fd-7856ee2ef1bc,Pires,83.657.102/0001-01,Tenetur Crédito,CREDIT,ELO,4070.44,1126.56
48ec3a01-5906-4b24-8f8e-a7e4a97fa63e,da Cunha das Neves - ME,84.371.962/0001-47,Iusto Crédito,CREDIT,ELO,68319.17,42141.75
3065c438-d0f7-4d5a-b74b-c38a2259f6c9,Sampaio,21.687.594/0001-20,Quaerat Crédito,CREDIT,ELO,5139.14,4937.01
a4b2f4b2-2fc3-41d4-88f7-4b0384fd0954,Sousa,03.689.152/0001-31,Laboriosam Crédito,CREDIT,ELO,1688.7,433.02
f0aaef8a-6d1a-483d-b4c9-a86a10a25fd8,Garcia,90.571.842/0001-96,Expedita Crédito,CREDIT,ELO,10919.77,5868.71
74a57db0-8e42-42b4-8a82-9e6ebbb47351,Fernandes,39.726.481/0001-52,Magnam Crédito,CREDIT,VISA,863.29,845.92
ed4ef64c-945a-4b31-8a63-4e40db665bf2,Ribeiro,08.725.936/0001-91,Consequuntur Crédito,CREDIT,VISA,14260.04,850.15
b896d57b-c43c-4d15-9ecb-4baf6a2617f5,Barros Ltda.,37.045.619/0001-22,Quo Crédito,CREDIT,VISA,654.78,392.81
6a304b39-1de1-4256-b7af-6d9d8fdc0770,Barbosa e Filhos,46.518.379/0001-27,Esse Crédito,CREDIT,MASTERCARD,321.0,100.44
8e252d51-0493-446b-a197-34fbb8d212bc,Casa Grande Novais - EI,17.934.628/0001-67,Facilis Crédito,CREDIT,VISA,240.75,130.18
9de0824b-6281-457b-8ecd-a9d04d53fe36,Viana Dias S/A,50.631.942/0001-46,Quasi Crédito,CREDIT,ELO,9701.13,5599.38
d0091bba-16be-41be-bdf5-8a1fd54ffe70,Machado e Filhos,97.038.652/0001-57,Tempore Crédito,CREDIT,MASTERCARD,25870.53,17973.62
9bda93e7-4e49-4c3b-8277-12a25138efcd,Silva S/A,18.950.267/0001-05,Atque Crédito,CREDIT,MASTERCARD,5982.18,3941.82
4baa5da2-4213-4f82-9148-aaabee0e65fe,da Cunha,48.320.916/0001-55,Autem Crédito,CREDIT,ELO,1705.08,1214.14
994ad41f-003c-42c7-9d37-32b3bb79755c,Silva S.A.,15.392.684/0001-91,Similique Crédito,CREDIT,MASTERCARD,13090.8,10609.02
4be1b9b8-7bd7-4c0f-8209-4e21fc8d10bd,Borges,05.193.428/0001-11,Repudiandae Crédito,CREDIT,MASTERCARD,903.78,808.34
b0d6c0f6-1116-4dbe-9e2e-97ddd17e91b0,Camargo,83.107.594/0001-61,Ipsum Crédito,CREDIT,MASTERCARD,4264.11,420.97
649d4237-9ea0-4440-815f-d3f72878f77c,Macedo,75.924.130/0001-10,Nostrum Crédito,CREDIT,MASTERCARD,193.58,84.68
d54adafd-2679-416b-b91d-e18b7afffbd3,Casa Grande Ltda.,09.382.546/0001-29,Hic Crédito,CREDIT,VISA,1853.99,83.0
6f3eb565-348b-4d66-83a0-1c9ac9afb6e5,Camargo Camargo e Filhos,08.316.257/0001-69,Id Crédito,CREDIT,VISA,3748.16,604.52
47e8de8a-ec14-42ab-9e20-4bf7faaf9c36,Dias - ME,28.371.659/0001-73,Eligendi Crédito,CREDIT,MASTERCARD,4616.27,1045.13
2fb0ad4e-1fbe-480c-9997-415bfe0dc7d9,Cavalcante,68.427.901/0001-06,Distinctio Crédito,CREDIT,MASTERCARD,409.38,300.99
c64548ce-af3f-452a-8ca8-bc6139bb33fc,Rocha - ME,97.364.280/0001-59,Error Crédito,CREDIT,VISA,22611.25,15877.91
8f5d8bcb-39d4-484a-87b0-d56e958b8bf4,Rezende,04.857.316/0001-55,Quidem Crédito,CREDIT,VISA,21886.76,3411.89
ceea5bdf-d616-435d-97cd-fd0d10b3debb,Pastor,16.597.824/0001-20,Nemo Crédito,CREDIT,VISA,9310.89,8949.32
a4b76c7b-ed8d-4a21-95d2-185060b44954,Novaes Ltda.,01.368.592/0001-61,Nemo Crédito,CREDIT,MASTERCARD,13231.21,9572.28
2e6caece-3c4e-482d-9aaf-50955922fa25,Oliveira S/A,04.965.837/0001-26,Aut Crédito,CREDIT,MASTERCARD,2307.54,276.98
b78df89a-1166-4169-9832-66359044f98b,Câmara,71.069.324/0001-24,Consectetur Crédito,CREDIT,ELO,829.39,796.85
33be7e10-514b-436d-9e1c-b8d348f10d47,da Costa,52.089.647/0001-35,Pariatur Crédito,CREDIT,MASTERCARD,9541.78,4638.47
8f2f14d2-dd71-4e83-ac8f-a01d22a6bc21,da Cunha,84.035.692/0001-01,Voluptatem Crédito,CREDIT,MASTERCARD,287.71,166.73
1ad78cb7-9f16-40d2-acb2-947a2692d9d2,Campos,54.732.189/0001-36,Ullam Crédito,CREDIT,VISA,24988.55,12468.21
cc79df92-8452-40fe-bf48-98c39b683ef9,Andrade,79.485.312/0001-92,Occaecati Crédito,CREDIT,ELO,23160.22,21179.19
5c59500d-0390-4be2-a157-7309283b0a49,Câmara - ME,27.361.085/0001-90,Deserunt Crédito,CREDIT,ELO,954.77,629.68
8f82fdf5-ce8a-4b32-9352-2c6be20e7003,das Neves - ME,82.346.570/0001-00,Corrupti Crédito,CREDIT,ELO,4458.81,3018.4
d4262a40-f887-4958-a8ed-d8134e08574f,Sá da Mata - EI,19.524.703/0001-47,Excepturi Crédito,CREDIT,ELO,29943.01,14994.44
580b2a50-f9c5-4a5a-a8a6-a85d2d3f413d,Castro e Filhos,92.703.416/0001-94,Deleniti Crédito,CREDIT,ELO,20984.79,15238.17
508ef695-12d9-40a8-aa8c-fb9564a146a6,Montenegro - EI,34.529.106/0001-07,Exercitationem Crédito,CREDIT,ELO,504.95,450.14
d2180f8d-14f1-41f4-9932-add77a790ebf,Melo Moreira Ltda.,62.037.841/0001-20,Maiores Crédito,CREDIT,ELO,501.88,398.82
e13812eb-974a-47bf-8eae-0f5150bdbad1,Ferreira,01.357.968/0001-32,Alias Crédito,CREDIT,VISA,1479.27,589.81
68d4dfe8-3d72-4257-adc8-3c5183b1d6ad,da Cunha,68.957.124/0001-01,Ratione Crédito,CREDIT,ELO,1650.49,374.09
8516c341-cef1-4aa3-9bb5-cf03c0478cba,Aragão,17.654.983/0001-82,Modi Crédito,CREDIT,ELO,854.15,105.65
ea9d0fc3-de75-43f3-adc3-6cd148e6ce20,Sampaio S.A.,39.074.185/0001-14,Ipsam Crédito,CREDIT,ELO,386.06,45.19
4d1edee6-e9e9-40c5-b941-cc14d19d55d8,da Rocha - ME,74.526.130/0001-07,Consequatur Crédito,CREDIT,MASTERCARD,26503.41,10289.11
4b00eabd-3ded-4149-95fd-eb5091c7211f,Araújo - ME,51.423.876/0001-81,Incidunt Crédito,CREDIT,ELO,913.9,715.9
4fcd8cd6-b2b4-4da3-93db-32cb5f9f3d2d,Cunha,43.760.895/0001-75,Inventore Crédito,CREDIT,MASTERCARD,28804.76,28314.36
4af6061d-f8d1-4e43-8145-48ad895bb84e,Pimenta,09.671.345/0001-41,Earum Crédito,CREDIT,ELO,8897.27,8398.08
9ca592c0-b9e6-4b28-b08f-ec24916ce806,Montenegro,85.290.476/0001-67,Excepturi Crédito,CREDIT,VISA,3037.17,301.59
b8529c84-c254-4012-b2b2-f13c7eb84aa5,Leão Costela - EI,03.645.192/0001-81,Veritatis Crédito,CREDIT,MASTERCARD,1500.55,1457.17
d77b55a2-5323-4e24-b54a-0b5436420c28,da Paz,43.821.967/0001-47,Amet Crédito,CREDIT,ELO,27376.03,6781.98
2362712f-f5e5-4b17-bb8b-090076441383,Moreira,86.430.297/0001-40,Est Crédito,CREDIT,ELO,2400.12,2056.62
b26c4773-f256-4071-81b7-041a3b2b80d4,Farias,67.943.102/0001-11,Perspiciatis Crédito,CREDIT,VISA,77687.78,62674.63
77f9e023-c1c7-443d-a62d-b378e5ce1bbe,Cavalcanti,84.792.015/0001-20,Perspiciatis Crédito,CREDIT,MASTERCARD,3561.54,143.38
75630793-dcf1-494a-99d1-b717e8c9ec85,da Mata Costela S.A.,76.843.509/0001-68,Temporibus Crédito,CREDIT,VISA,19314.48,6611.08
e8929eb3-8d31-484e-bfd0-537aede5a45b,da Costa Ltda.,56.912.834/0001-28,Sint Crédito,CREDIT,MASTERCARD,942.7,38.26
36353222-f006-4673-ab58-6e82c96062ec,Cavalcante,13.960.257/0001-37,Officia Crédito,CREDIT,VISA,10884.64,9144.88
2765daff-cf4b-4628-9e66-89611e0ef7b5,Correia - EI,56.924.307/0001-33,Dignissimos Crédito,CREDIT,ELO,10628.37,1316.22
90fee257-4b86-4ebb-821f-91f4b0254100,Campos S/A,71.096.348/0001-72,Totam Crédito,CREDIT,ELO,90.26,31.19
83202211-e74c-41a9-8403-68c79ac92d75,Siqueira,18.720.643/0001-75,Nemo Crédito,CREDIT,MASTERCARD,12474.6,10908.09
61e8d282-73be-47e8-81b0-213f0cbd94ae,Araújo,26.539.701/0001-97,Incidunt Crédito,CREDIT,ELO,4986.82,2668.1
028c6636-a6df-450b-bec0-a35cb28ff4bc,Cirino Albuquerque Ltda.,82.063.459/0001-07,Explicabo Crédito,CREDIT,ELO,904.64,511.88
118aa57f-142e-4406-99a0-6847e1069021,Azevedo - ME,29.857.014/0001-08,Perferendis Crédito,CREDIT,ELO,8840.38,4294.31
0533bbe2-db20-46a4-8a5c-5140647a5592,da Luz e Filhos,59.082.467/0001-70,Ab Crédito,CREDIT,ELO,4277.61,1738.65
1ae32dba-f796-48f3-9229-46e8e8978f81,Barros,12.356.409/0001-24,Sit Crédito,CREDIT,ELO,947.95,848.72
f795e225-c791-43e7-9aa2-5ea048da1a1d,Vasconcelos Jesus S/A,93.561.278/0001-19,Ad Crédito,CREDIT,VISA,4059.61,1577.71
d0dbb62e-13ff-429b-aa4c-1728b5b99731,da Mata,06.473.215/0001-06,Veniam Crédito,CREDIT,VISA,5254.06,1251.21
e5014ced-d55a-4790-b68a-0ca4f141cd3c,Câmara,53.768.490/0001-37,Eum Crédito,CREDIT,VISA,4341.23,4027.28
7ee4b419-5948-490b-9d1a-b59f63272e8e,da Rocha - EI,86.573.420/0001-82,Perferendis Crédito,CREDIT,VISA,65986.18,51153.57
2fc0cf90-a03e-49eb-9056-5275e895ab99,Macedo,72.943.568/0001-57,Minus Crédito,CREDIT,VISA,4.52,2.31
2226ea17-d6f2-491d-92de-c14d827734a1,Correia,34.275.618/0001-86,Ex Crédito,CREDIT,MASTERCARD,17273.53,13578.18
7f095b56-cbd0-438f-a839-46cbb97dbf99,Pastor - EI,48.726.035/0001-39,Harum Crédito,CREDIT,ELO,3985.53,2837.92
e3b7fe8f-d347-45c1-905b-b4f5a5821d72,Albuquerque,47.953.801/0001-35,Cum Crédito,CREDIT,VISA,49.41,47.57
6970532d-b8d3-4a49-9529-77e2c2156d14,Melo - EI,13.406.259/0001-89,Placeat Crédito,CREDIT,VISA,4737.95,4164.25
faac0898-b243-4cb8-b52e-079df1d0d08b,Pimenta,20.987.641/0001-99,Officia Crédito,CREDIT,MASTERCARD,163.73,148.8
aa864a38-eab3-4431-a944-07528e70d062,da Cunha,60.723.594/0001-90,Sequi Crédito,CREDIT,VISA,9720.33,5550.12
4af35e5f-8cf8-47e8-94fa-e9a7742cd0f5,Pastor,79.086.123/0001-47,Suscipit Crédito,CREDIT,ELO,3636.53,739.32
63b8de6c-cc23-4f3a-aacc-9a7798e33d5c,Martins S/A,27.985.136/0001-54,Tempora Crédito,CREDIT,VISA,45569.02,3017.26
53939506-3eeb-4466-95f2-465147dac9cb,Jesus S/A,01.436.857/0001-11,Voluptate Crédito,CREDIT,ELO,1419.43,1342.94
3dcf5ac0-9aa4-48d6-9d06-75a3e306ef83,Casa Grande,47.861.325/0001-22,Similique Crédito,CREDIT,ELO,92027.18,20606.75
2067e7b8-3cc0-40ff-9b34-3fa2dd109cec,Viana S.A.,75.369.401/0001-12,Iure Crédito,CREDIT,VISA,44114.75,18098.91
62ed0779-95c2-4d69-b659-ad48f19bd4c4,Oliveira - ME,20.839.641/0001-41,Delectus Crédito,CREDIT,MASTERCARD,4237.02,3284.46
861fac19-6b4d-4525-b741-b78c02d88d1f,Castro,14.507.398/0001-61,Illum Crédito,CREDIT,VISA,3232.73,2262.73
424807aa-7b32-4df4-bd42-e39b068ef0ff,Duarte,32.401.975/0001-18,Suscipit Crédito,CREDIT,ELO,29303.29,17627.29
280a17fb-c18c-4be8-b335-4cf95c28d81e,da Rocha,72.491.653/0001-21,Amet Crédito,CREDIT,VISA,4410.11,1134.58
e0d8ea40-fc34-44ad-a63c-2ba3dc6b4b07,Pinto,47.615.028/0001-05,Rerum Crédito,CREDIT,VISA,8004.16,5219.96
76c85b22-1c1a-4a9e-9782-5ba99f866448,da Cruz Ramos - ME,43.265.978/0001-98,Labore Crédito,CREDIT,VISA,247.8,80.24
4ae54396-5a42-44e3-81ee-6a4160041620,Câmara,49.072.153/0001-33,Repudiandae Crédito,CREDIT,MASTERCARD,2620.37,2196.86
a4f08653-fd44-48ee-9a53-f41e658317de,Caldeira Rios - ME,68.137.920/0001-90,Ex Crédito,CREDIT,MASTERCARD,3187.49,2957.92
f203d032-0d0f-47b8-a9f4-f59fb7b05e96,Almeida,43.768.251/0001-23,Ducimus Crédito,CREDIT,ELO,1390.8,1198.0
b1184464-d4e7-45e2-a815-02cbfa726e6c,Vasconcelos,59.708.362/0001-84,Rerum Crédito,CREDIT,MASTERCARD,461.27,324.51
8fda3319-08de-4802-91ab-1fb6aa8cee51,da Rosa,87.643.502/0001-19,Labore Crédito,CREDIT,VISA,3872.21,3375.37
a40435fe-43b9-4a27-ba0e-339db69467b6,Fogaça S.A.,28.706.134/0001-41,Rerum Crédito,CREDIT,MASTERCARD,20415.6,10793.09
290a3bfb-3290-4780-bfb7-4bd8e05821f0,Borges,09.276.538/0001-06,Soluta Crédito,CREDIT,VISA,4053.94,3467.23
e5657669-e52c-4ecd-83bb-6b43aadfe469,Albuquerque Farias Ltda.,86.435.790/0001-53,Veritatis Crédito,CREDIT,MASTERCARD,592.36,177.77
8d131a20-ccda-4132-a9b8-cb2910a512b0,Caldeira S/A,36.875.214/0001-59,Impedit Crédito,CREDIT,MASTERCARD,109.56,27.31
f666701c-b93d-4b38-aee7-dd6600008567,Macedo Cirino S.A.,24.065.193/0001-27,Illum Crédito,CREDIT,ELO,831.71,587.32
5d8323a6-aa70-4a8d-a6e7-b9cd4dfa48b6,Cirino Correia - EI,34.786.529/0001-02,Ex Crédito,CREDIT,MASTERCARD,821.12,329.01
827f8382-2641-4ec7-a8c9-78d548133915,Pacheco,85.710.324/0001-76,Inventore Crédito,CREDIT,VISA,10398.79,1497.09
0062968a-e10f-40c7-a8fe-45d3b68e73f3,da Mata,95.261.378/0001-55,Veniam Crédito,CREDIT,ELO,5458.26,1300.44
52635efb-b599-4366-8bca-9a7e9a63057c,Rocha Sales S/A,63.024.195/0001-20,Ducimus Crédito,CREDIT,VISA,945.47,819.26
14cf04e1-cf35-4faa-82aa-a34363cec654,Melo,12.653.987/0001-22,Tempora Crédito,CREDIT,MASTERCARD,12762.79,9736.25
0d0514e3-fd04-42e0-9cd2-2ab50ae950b0,Lopes Nogueira S.A.,61.927.834/0001-31,Provident Crédito,CREDIT,VISA,1766.82,1586.55
78c6bd91-0759-43ed-a5d4-d6b51cd27dcd,Cassiano,69.354.281/0001-87,Delectus Crédito,CREDIT,MASTERCARD,8196.61,2066.23
b8c94cb5-757b-48e1-a00e-425b93b7cbae,Duarte Lopes - EI,04.615.978/0001-19,Mollitia Crédito,CREDIT,ELO,86135.3,10728.46
0db44dd3-d35a-408a-bfc7-a7909cad6f8c,Silveira Campos S.A.,75.961.032/0001-52,Sequi Crédito,CREDIT,VISA,3607.58,1228.87
5074a335-019e-4b44-b8f2-8b45de35b0ce,da Paz,75.168.932/0001-47,Expedita Crédito,CREDIT,ELO,2523.62,1430.21
50618078-4892-42ad-89e4-70362a9675f2,Duarte,10.236.754/0001-07,Voluptate Crédito,CREDIT,ELO,3916.4,2671.08
2a484d0f-5d83-4a13-a0f4-cb8d1598fc67,Costela,54.706.213/0001-62,Officia Crédito,CREDIT,ELO,1979.97,1822.95
b6139481-e608-4a36-951c-ca4b8b149d8a,Aparecida S.A.,62.978.105/0001-77,Harum Crédito,CREDIT,VISA,5246.52,1021.38
6ca2b308-a92f-4a8b-9ee0-7f6927321bc5,Cavalcanti,19.473.285/0001-06,Quia Crédito,CREDIT,ELO,387.09,138.38
500a8dca-90fb-4b64-9b25-ad3bfb447983,Vieira,63.809.541/0001-85,Omnis Crédito,CREDIT,VISA,35192.97,19964.13
a857a0c7-3b92-46f3-922d-8d6aad5d7f0c,Sales Carvalho e Filhos,59.016.423/0001-42,Dicta Crédito,CREDIT,ELO,36611.57,31258.11
d9f42c8a-93dc-4d0e-8575-33ba6e6423fc,Lima,85.720.193/0001-08,Dignissimos Crédito,CREDIT,ELO,98251.0,96984.61
464f6207-a73a-4c7c-a5c9-55fe6b6e984c,Borges Viana S.A.,35.610.924/0001-94,Aperiam Crédito,CREDIT,ELO,14736.49,11419.08
c6779fa1-44c5-4c0e-b9bc-98acdcc8a707,Pacheco,68.230.451/0001-59,Saepe Crédito,CREDIT,MASTERCARD,18480.28,3087.59
beb82a7f-9c09-4b95-bffe-7b628dc18cc6,Caldeira,24.965.087/0001-08,Eveniet Crédito,CREDIT,VISA,1930.0,620.15
ff08f1a8-bab4-4034-a580-a7cf64890f93,Freitas,47.526.938/0001-03,Mollitia Crédito,CREDIT,ELO,59531.04,12306.5
7ec9e221-0382-4466-8fde-16adc92fe760,Brito Lopes Ltda.,17.908.243/0001-25,Praesentium Crédito,CREDIT,MASTERCARD,579.81,264.12
734ded67-ad5b-43cb-8659-fe5b6d6a452c,da Conceição,71.946.085/0001-43,Possimus Crédito,CREDIT,MASTERCARD,4677.49,4018.79
c571a3b0-eb25-4c97-8d1d-c00cd901efc2,Cassiano e Filhos,41.570.238/0001-30,Nesciunt Crédito,CREDIT,ELO,7632.96,5505.99
7343420a-30f3-41ab-b1aa-2bc82d4c7497,Viana Gonçalves - ME,02.715.394/0001-90,Fugiat Crédito,CREDIT,ELO,1974.9,1119.8
2710ee46-a817-4978-91d7-fc8267fd3503,Casa Grande,45.310.287/0001-94,Voluptate Crédito,CREDIT,ELO,1880.29,1293.08
968fe3e8-c0f5-4593-bf64-f5f919388943,Peixoto,37.806.149/0001-72,Minima Crédito,CREDIT,VISA,90521.64,2926.53
279e6199-8418-44bd-a089-7a9c22afba86,Câmara,38.074.125/0001-39,Tenetur Crédito,CREDIT,MASTERCARD,774.13,236.44
d6aa1558-0571-4753-9637-767c67669190,Dias Monteiro Ltda.,91.286.453/0001-81,Voluptate Crédito,CREDIT,VISA,28398.63,2484.28
b4d9e086-c496-41f4-b61a-f6dab89769d9,Aragão,69.174.302/0001-82,Voluptate Crédito,CREDIT,MASTERCARD,609.76,515.16
51049046-0daf-44fe-b017-aaeb76f9f107,Melo,90.134.582/0001-91,Incidunt Crédito,CREDIT,ELO,12832.84,41.01
0c981e12-2c70-4f3a-b99d-6a3e318853f9,Siqueira S.A.,78.596.210/0001-81,Eveniet Crédito,CREDIT,MASTERCARD,2113.34,137.61
fde9fe8b-b24a-4ae0-b34c-7881d2b094d4,Pastor - EI,52.487.031/0001-12,Occaecati Crédito,CREDIT,VISA,1966.83,1152.53
92b1eb81-0b00-4aad-b61a-ac8e0abb9412,Vasconcelos,25.764.093/0001-51,Ea Crédito,CREDIT,VISA,11595.14,10101.53
88ef0784-3572-4b24-950d-07a2b211bf27,Araújo e Filhos,54.201.389/0001-62,Tenetur Crédito,CREDIT,VISA,49159.54,28580.3
5600ed68-da5a-40fd-9371-ea907f05ffcf,da Mata - ME,25.369.184/0001-92,Praesentium Crédito,CREDIT,VISA,603.87,472.02
6247b4ba-47de-4dd9-9f0a-0d81c10873a2,Câmara Aragão S.A.,35.029.468/0001-93,Earum Crédito,CREDIT,ELO,221.09,216.31
6b034a8c-de5a-4c4c-96a8-463df379cfd2,Cunha,30.695.782/0001-91,Voluptatibus Crédito,CREDIT,MASTERCARD,4123.73,1660.79
bc0bcb31-b142-4da7-9557-dd5a3cc24987,Pimenta Cavalcante - EI,61.273.845/0001-45,Culpa Crédito,CREDIT,VISA,5635.41,4234.1
f2f757aa-4964-4b19-a519-b3d66ea64745,Marques,06.547.231/0001-04,Impedit Crédito,CREDIT,MASTERCARD,380.77,364.54
7c5f34bb-f53c-429d-9a81-b2b8b90d1ed3,Costa Costela S.A.,60.173.492/0001-49,Animi Crédito,CREDIT,MASTERCARD,28370.42,8538.48
979663aa-f9a1-4f8c-81bc-de8b39916581,da Paz S/A,82.746.350/0001-66,Laudantium Crédito,CREDIT,VISA,3462.48,23.8
e3c18dd7-776c-49ca-a825-9d19c25574b3,Monteiro,57.816.029/0001-63,Dolorum Crédito,CREDIT,ELO,760.41,364.11
0e750aef-8da0-441b-a887-86520e0b5bcf,Viana,73.269.418/0001-72,Aspernatur Crédito,CREDIT,VISA,891.68,196.89
1de3923e-4023-4a56-87a2-365468db9cf5,da Costa,56.924.708/0001-93,Natus Crédito,CREDIT,VISA,85.11,68.62
3ef50dab-3007-45c9-ad57-a908ce68bcef,Vasconcelos S/A,58.412.607/0001-69,Dignissimos Crédito,CREDIT,MASTERCARD,12304.05,5884.82
533ec595-be61-43b6-8374-472ea88cdbaa,Dias,69.753.108/0001-51,Deleniti Crédito,CREDIT,ELO,22067.33,3494.08
8bad0c4e-3616-476f-9a8e-bcda39688f36,Abreu Ltda.,13.956.047/0001-75,Recusandae Crédito,CREDIT,ELO,734.06,587.09
acd178e1-2b6b-47fa-94c6-7f2c3c675bf4,Moraes Azevedo S/A,59.712.860/0001-09,Ipsum Crédito,CREDIT,VISA,13066.95,5711.59
248edab3-90a7-4839-b690-98104100aaf1,Albuquerque S/A,80.347.615/0001-28,Dolorum Crédito,CREDIT,MASTERCARD,2879.97,2278.17
343bffbe-a2a8-4b38-b932-5d3c4bb6d4ad,Sá,02.917.643/0001-20,Voluptatibus Crédito,CREDIT,ELO,13028.79,10723.82
fa0b5479-7ab5-4644-8da2-6743f80c3f05,Cardoso Almeida S.A.,83.059.142/0001-51,Corrupti Crédito,CREDIT,MASTERCARD,15217.75,3391.82
e3268ed5-f379-47ca-8d18-5ae5dca64559,Fogaça,78.495.163/0001-80,Atque Crédito,CREDIT,ELO,16385.16,12289.56
1dcd9587-8dd9-41c1-9a28-22074e68084a,Casa Grande,87.109.423/0001-22,Voluptatem Crédito,CREDIT,VISA,30.3,3.22
613171ae-7793-4c45-b853-e0843a9f9104,Azevedo,90.657.148/0001-96,Dolorum Crédito,CREDIT,ELO,1999.89,1607.52
bf761940-91e0-42ce-b8f2-ac6a0d7c5451,Montenegro,27.346.589/0001-30,Dignissimos Crédito,CREDIT,ELO,446.56,8.96
4836ce2e-0172-4ec9-a44d-b4793d7ef55f,Rocha,83.964.715/0001-91,Dolore Crédito,CREDIT,ELO,229.18,125.71
09e1a0af-6cb8-42bf-b7ee-9ada7399d764,Pastor,70.423.619/0001-94,Optio Crédito,CREDIT,MASTERCARD,13333.52,102.94
b090e3c9-77c5-4f5e-b0a4-eb52e5db3dc5,Farias Moreira Ltda.,21.673.540/0001-06,Cupiditate Crédito,CREDIT,MASTERCARD,993.48,349.77
3e7b28e0-5caf-4230-ac1a-49f934586848,Cirino - ME,49.081.523/0001-07,Reprehenderit Crédito,CREDIT,VISA,7562.55,616.33
0ba2ceeb-3f06-4eab-b405-6ff1e46ce069,Rodrigues,80.612.957/0001-28,Maiores Crédito,CREDIT,MASTERCARD,16415.85,7349.86
0d234434-e609-4a70-aaea-189e87070ea5,Rios Cassiano S/A,03.769.128/0001-02,Nobis Crédito,CREDIT,VISA,5143.3,3840.93
98a94528-0ee8-4ed0-aa77-8a551e48ce66,Macedo,31.780.296/0001-34,Quisquam Crédito,CREDIT,ELO,23896.53,17780.48
0eccb256-b88e-4db5-97e9-0f0a74bfa046,Araújo,64.157.390/0001-90,Dignissimos Crédito,CREDIT,MASTERCARD,6816.06,1886.23
d23cc6c4-bd8b-49f8-aba9-748414de19c5,Garcia Duarte e Filhos,57.832.961/0001-80,Modi Crédito,CREDIT,ELO,19758.38,6001.17
a968e43b-ad7c-426b-bc16-af747a5304b5,Barbosa,42.031.795/0001-45,Porro Crédito,CREDIT,MASTERCARD,2026.07,455.13
e9741dd5-a25c-4fa6-9782-dfdbb97f8c27,Fernandes Peixoto - EI,75.348.609/0001-55,Iste Crédito,CREDIT,ELO,6279.32,6049.35
367aae60-08f3-417f-8cf3-fc488636737e,Alves - ME,18.204.957/0001-15,Libero Crédito,CREDIT,VISA,28731.7,12677.92
c21868b3-28a5-4a52-aca6-8837cc87bf21,Sampaio - EI,40.798.352/0001-59,Laudantium Crédito,CREDIT,VISA,372.18,193.16
fba1e603-2f47-48ff-b90f-fd16ec309523,Oliveira S.A.,72.810.465/0001-19,Blanditiis Crédito,CREDIT,ELO,224.95,56.05
fe244d14-4870-4c88-b9b2-40e619341459,Macedo S.A.,75.896.043/0001-04,Nam Crédito,CREDIT,MASTERCARD,51388.97,19525.47
7ca1d2e7-f63f-40c2-b315-d562a14e346c,Sá S/A,12.304.578/0001-10,Corrupti Crédito,CREDIT,VISA,16918.65,15052.5
896efb7b-6321-459d-852d-be61c3cc3907,Fogaça,60.231.498/0001-25,Vel Crédito,CREDIT,ELO,336.93,7.47
6a91cbab-28ef-49ee-8211-5cd45a879561,Aragão,51.927.843/0001-79,Numquam Crédito,CREDIT,VISA,1106.22,79.32
a5da47c2-6d15-42da-8c50-829b4745bf87,Monteiro e Filhos,82.491.306/0001-52,Laborum Crédito,CREDIT,ELO,978.44,877.1
96a31b9f-c4ff-41f8-87b6-faa4283565ca,Lima,70.638.124/0001-82,Asperiores Crédito,CREDIT,MASTERCARD,5322.63,5084.99
589e9e82-e191-43b5-9dfc-60f2ea4b9814,Pinto Araújo Ltda.,75.214.960/0001-53,Voluptate Crédito,CREDIT,MASTERCARD,46466.93,25536.09
4e9b5b1e-a2a1-4482-81a4-e222bc8e6d17,da Rosa,72.631.904/0001-26,Dignissimos Crédito,CREDIT,ELO,73105.97,70409.8
